tag,method,precision,kappa,shape_a,scope,p,log_r_target,n_attempts,n_success,success_definition,n_above_target_all_attempts,n_above_target_and_returned,failure_atom_mass_per_attempt,per_attempt_law_has_failure_atom,per_attempt_quantile_reported,per_attempt_quantile_reason,tail_mass_per_attempt,tail_mass_per_attempt_lo,tail_mass_per_attempt_hi,returned_tail_ratio_per_attempt,returned_tail_ratio_per_attempt_lo,returned_tail_ratio_per_attempt_hi,tail_mass_conditional_on_success,tail_mass_conditional_on_success_lo,tail_mass_conditional_on_success_hi,returned_tail_ratio_conditional_on_success,returned_tail_ratio_conditional_on_success_lo,returned_tail_ratio_conditional_on_success_hi,boot_conf,boot_resamples,boot_kind,boot_n_seeds,boot_n_per_seed,protocol_sha256
libcxx,CANDIDATE,float,0.6,0.09999999999999998,pooled,0.9999,46.34201642587313,5000000,5000000,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",514,514,0.0,false,false,"the per-attempt law of this method puts an atom of mass 0 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0001028,0.0,0.0,1.0280000000001133,0.0,0.0,0.0001028,0.0,0.0,1.0280000000001133,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,CANDIDATE,float,0.75,0.25,pooled,0.99,9.479646273964422,5000000,5000000,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",49946,49946,0.0,false,false,"the per-attempt law of this method puts an atom of mass 0 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0099892,0.0058,0.0136,0.9989199999999991,0.5799999999999994,1.3599999999999988,0.0099892,0.0059,0.0135,0.9989199999999991,0.5899999999999994,1.3499999999999988,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,CANDIDATE,float,0.75,0.25,pooled,0.999,14.08481646403701,5000000,5000000,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",5017,5017,0.0,false,false,"the per-attempt law of this method puts an atom of mass 0 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0010034,0.0005,0.0028,1.0033999999999992,0.49999999999999956,2.7999999999999976,0.0010034,0.0004,0.0029,1.0033999999999992,0.3999999999999997,2.8999999999999972,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,CANDIDATE,float,0.75,0.25,pooled,0.9999,18.689986650025734,5000000,5000000,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",539,539,0.0,false,false,"the per-attempt law of this method puts an atom of mass 0 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0001078,0.0,0.0006,1.0780000000001189,0.0,6.00000000000066,0.0001078,0.0,0.0006004999999999199,1.0780000000001189,0.0,6.0049999999998604,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.501,0.0010000000000000009,pooled,0.99,2302.8917684116877,5000000,2625938,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",49750,0,0.4748124,true,false,"the per-attempt law of this method puts an atom of mass 0.474812 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.501,0.0010000000000000009,pooled,0.999,3454.184314908709,5000000,2625938,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",5028,0,0.4748124,true,false,"the per-attempt law of this method puts an atom of mass 0.474812 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.501,0.0010000000000000009,pooled,0.9999,4605.4768614057875,5000000,2625938,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",469,0,0.4748124,true,false,"the per-attempt law of this method puts an atom of mass 0.474812 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.505,0.0050000000000000044,pooled,0.99,460.8229870221404,5000000,4879352,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",49743,0,0.024129599999999973,true,false,"the per-attempt law of this method puts an atom of mass 0.0241296 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.505,0.0050000000000000044,pooled,0.999,691.0814963215446,5000000,4879352,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",5026,0,0.024129599999999973,true,false,"the per-attempt law of this method puts an atom of mass 0.0241296 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.505,0.0050000000000000044,pooled,0.9999,921.3400056209603,5000000,4879352,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",464,0,0.024129599999999973,true,false,"the per-attempt law of this method puts an atom of mass 0.0241296 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.51,0.010000000000000009,pooled,0.99,230.56359981177187,5000000,4997059,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",49749,46808,0.0005882000000000387,true,false,"the per-attempt law of this method puts an atom of mass 0.0005882 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0093616,0.0054,0.0113,0.9361599999999991,0.5399999999999996,1.129999999999999,0.009367109733945507,0.005503852696887822,0.01120896717373899,0.9367109733945499,0.5503852696887817,1.120896717373898,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.51,0.010000000000000009,pooled,0.999,345.692854461474,5000000,4997059,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",5021,2080,0.0005882000000000387,true,false,"the per-attempt law of this method puts an atom of mass 0.0005882 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.000416,0.0,0.0014,0.4159999999999996,0.0,1.3999999999999988,0.0004162448352120717,0.0,0.0014009806864805363,0.41624483521207134,0.0,1.400980686480535,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.51,0.010000000000000009,pooled,0.9999,460.82210911118176,5000000,4997059,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",474,0,0.0005882000000000387,true,false,"the per-attempt law of this method puts an atom of mass 0.0005882 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.75,0.25,pooled,0.99,9.479646273964422,5000000,5000000,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",49783,49783,0.0,false,false,"the per-attempt law of this method puts an atom of mass 0 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0099566,0.006299500000000005,0.0125,0.9956599999999991,0.6299499999999999,1.249999999999999,0.0099566,0.0063,0.0125,0.9956599999999991,0.6299999999999994,1.249999999999999,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.75,0.25,pooled,0.999,14.08481646403701,5000000,5000000,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",4988,4988,0.0,false,false,"the per-attempt law of this method puts an atom of mass 0 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0009976,0.0002,0.0022,0.997599999999999,0.19999999999999984,2.199999999999998,0.0009976,0.0002,0.0022,0.997599999999999,0.19999999999999984,2.199999999999998,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,double,0.75,0.25,pooled,0.9999,18.689986650025734,5000000,5000000,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",473,473,0.0,false,false,"the per-attempt law of this method puts an atom of mass 0 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",9.46e-05,0.0,0.0,0.9460000000001041,0.0,0.0,9.46e-05,0.0,0.0,0.9460000000001041,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,float,0.55,0.050000000000000044,pooled,0.99,46.34999351481097,5000000,4971311,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",50121,21432,0.005737800000000015,true,false,"the per-attempt law of this method puts an atom of mass 0.0057378 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0042864,0.0017,0.00540049999999992,0.42863999999999963,0.16999999999999985,0.5400499999999915,0.00431113643865773,0.0018067552773803025,0.005431505447620745,0.4311136438657726,0.18067552773803008,0.543150544762074,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,float,0.55,0.050000000000000044,pooled,0.999,69.3758444447514,5000000,4971311,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",5007,0,0.005737800000000015,true,false,"the per-attempt law of this method puts an atom of mass 0.0057378 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,float,0.55,0.050000000000000044,pooled,0.9999,92.40169537469296,5000000,4971311,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",524,0,0.005737800000000015,true,false,"the per-attempt law of this method puts an atom of mass 0.0057378 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,float,0.6,0.09999999999999998,pooled,0.99,23.316165495932108,5000000,4999814,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",50152,49966,3.719999999995949e-05,true,false,"the per-attempt law of this method puts an atom of mass 3.72e-05 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0099932,0.0082,0.0142,0.9993199999999992,0.8199999999999994,1.4199999999999988,0.009993571760869504,0.007999500000000005,0.0142,0.9993571760869495,0.7999499999999998,1.4199999999999988,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,float,0.6,0.09999999999999998,pooled,0.999,34.829090960902334,5000000,4999814,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",4976,4790,3.719999999995949e-05,true,false,"the per-attempt law of this method puts an atom of mass 3.72e-05 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.000958,0.0002,0.0017,0.9579999999999991,0.19999999999999984,1.6999999999999984,0.0009580356389257681,0.0002,0.0017,0.9580356389257673,0.19999999999999984,1.6999999999999984,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,float,0.6,0.09999999999999998,pooled,0.9999,46.34201642587313,5000000,4999814,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",514,328,3.719999999995949e-05,true,false,"the per-attempt law of this method puts an atom of mass 3.72e-05 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",6.56e-05,0.0,0.0,0.6560000000000722,0.0,0.0,6.560244041078328e-05,0.0,0.0,0.6560244041079051,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,float,0.75,0.25,pooled,0.99,9.479646273964422,5000000,5000000,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",49946,49946,0.0,false,false,"the per-attempt law of this method puts an atom of mass 0 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0099892,0.0059,0.0137,0.9989199999999991,0.5899999999999994,1.3699999999999988,0.0099892,0.005799500000000004,0.01360049999999992,0.9989199999999991,0.57995,1.3600499999999909,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,float,0.75,0.25,pooled,0.999,14.08481646403701,5000000,5000000,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",5017,5017,0.0,false,false,"the per-attempt law of this method puts an atom of mass 0 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0010034,0.0004,0.0029,1.0033999999999992,0.3999999999999997,2.8999999999999972,0.0010034,0.0005,0.0029,1.0033999999999992,0.49999999999999956,2.8999999999999972,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,LEGACY,float,0.75,0.25,pooled,0.9999,18.689986650025734,5000000,5000000,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",539,539,0.0,false,false,"the per-attempt law of this method puts an atom of mass 0 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0001078,0.0,0.0006,1.0780000000001189,0.0,6.00000000000066,0.0001078,0.0,0.0006,1.0780000000001189,0.0,6.00000000000066,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
libcxx,QF,double,0.501,0.0010000000000000009,pooled,0.99,2302.8917684116877,5000000,2540603,"a three-vector reached the caller: terminal category finite, finite_but_wrong or overflow_returned_finite",49750,0,0.49187939999999997,true,false,"the per-attempt law of this method puts an atom of mass 0.491879 on failure, so its upper quantiles are undefined; the tail MASS above the target quantile is reported instead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,10000,cluster_over_seeds,5,2000,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b
